game_id,max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,year_published,category,compilation,designer,expansion,mechanic,publisher,average_rating,users_rated
147194,200,30,14,2,30,Linkee,30,2012,"Party Game,Trivia",,,,,"Jumbo,Linkee",6.32438,160
147206,4,60,14,2,60,Copper Country,60,2015,"Economic,Industry / Manufacturing",,"Scott Diehl,David Lankton",,"Action Point Allowance System,Area Control / Area Influence,Grid Movement,Hand Management,Press Your Luck,Set Collection,Variable Player Powers,Worker Placement",CMX Games,6.94405,168
147240,4,90,10,3,60,Catan: Family Edition,90,2012,Negotiation,,Klaus Teuber,,"Dice Rolling,Hand Management,Modular Board,Route/Network Building,Trading",Mayfair Games,6.65977,215
147253,4,90,13,2,90,The Ancient World,90,2014,"Ancient,Civilization,Fantasy",,Ryan Laukat,"The Ancient World: The Frog God Statue Promo,The Ancient World: Citadel of Ivories Promo,The Ancient World: Kickstarter Promo Cards,The Ancient World: The Sacred Cave","Card Drafting,Dice Rolling,Set Collection,Worker Placement","Red Raven Games,Hobby World,IELLO,Schwerkraft-Verlag",7.2361,1337
147299,4,45,12,2,30,Pocket Imperium,45,2013,"Print & Play,Science Fiction,Space Exploration,Territory Building",,David J. Mortimer,"Pocket Imperium: Mech Worlds,Pocket Imperium: Prosperity","Action / Movement Programming,Area Control / Area Influence,Modular Board,Simultaneous Action Selection","Games Factory Publishing,Good Little Games,LudiCreations",6.42012,450
147303,5,35,8,2,35,Carcassonne: South Seas,35,2013,"Economic,Nautical",,Klaus-Jürgen Wrede,Carcassonne: Südsee – Freitag,"Area Control / Area Influence,Set Collection,Tile Placement","999 Games,Bergsala Enigma,Devir,Filosofia Éditions,Giochi Uniti,Hans im Glück Verlags-GmbH,Hobby World,Lautapelit.fi,Piatnik,Z-Man Games",7.18348,1954
147305,6,20,8,1,20,Om Nom Nom,20,2013,"Animals,Bluffing,Card Game,Dice",,Meelis Looveer,,"Dice Rolling,Simultaneous Action Selection","A-games (Board Game),Brain Games,Distribution LeValet,G3,Gigamic,Lautapelit.fi",6.3738,418
147363,2,60,14,2,60,Yu-Gi-Oh! Dice Masters,60,2015,"Collectible Components,Comic Book / Strip,Dice,Fantasy,Fighting,Game System,Movies / TV / Radio theme,Video Game Theme",,"Mike Elliott,Eric M. Lang","DC Comics Dice Masters: Batman,Marvel Dice Masters: Spider-Man Maximum Carnage Team Pack,Marvel Dice Masters: The Mighty Thor","Deck / Pool Building,Dice Rolling,Variable Player Powers",WizKids,6.96291,213
147370,5,15,4,2,15,Robot Turtles,15,2013,"Children's Game,Maze",,Dan Shapiro,Robot Turtles Adventure Pack,"Action / Movement Programming,Area Movement","(Self-Published),ThinkFun",6.14298,649
147400,7,30,8,2,15,Kyoto Protocol,30,2015,"Card Game,Environmental,Industry / Manufacturing",,Petri Savola,,"Card Drafting,Hand Management,Set Collection",Roll D6 Games,6.73382,68
147431,4,45,7,2,30,Cubist,45,2014,"Dice,Educational,Puzzle",,"Steven Poelzing,Alf Seegert","Cubist: Additional Installation Cards,Cubist: Museum Expansion Pack,Cubist: The Attic","Dice Rolling,Hand Management,Pattern Building,Pattern Recognition","Bright World Games,Eagle-Gryphon Games",6.89747,455
147445,10,2,13,2,2,We Didn't Playtest This Pasted-On Theme at All!,2,2014,Card Game,,Chris Cieslik,,,Asmadi Games,5.976,75
147451,2,30,0,2,30,Field of Glory: The Card Game,30,2013,"Ancient,Card Game,Fighting",,Martin Wallace,,"Card Drafting,Deck / Pool Building,Hand Management,Modular Board,Secret Unit Deployment",Treefrog Games,6.6725,344
147474,4,45,13,1,15,8 Masters' Revenge,45,2013,"Card Game,Fantasy,Fighting",,"Ludovic Roudy,Bruno Sautter",,"Action / Movement Programming,Hand Management,Partnerships,Variable Player Powers","IELLO,Serious Poulp",6.77419,124
147505,5,60,10,2,60,Lords & Ladies,60,2014,"Card Game,Humor,Novel-based",,Jason Corace,,"Dice Rolling,Hand Management",Eagle-Gryphon Games,6.60658,152
147523,4,0,13,2,0,Risk Battlefield Rogue,0,2013,"Dice,Modern Warfare,Territory Building,Video Game Theme,Wargame",,Rob Daviau,,"Area Control / Area Influence,Campaign / Battle Card Driven,Dice Rolling",Hasbro,5.69714,140
147537,2,120,0,2,90,Malifaux (second edition),120,2013,"Collectible Components,Fantasy,Horror,Miniatures,Science Fiction",,"Matt Anderson,Nathan Caroland,Redd Cohen,Aaron Darland,Justin Gibbs,David Hanold,Eric Johns,Mack Martin,Dan Weber","Malifaux Second Edition:  Bound By Law – Lucius Box Set,Malifaux Second Edition:  Burning Revelation – Kaeris Box Set,Malifaux Second Edition:  Take Back the Night – Molly Box Set,Malifaux Second Edition:  Vengeful Spirits,Malifaux Second Edition: Hog Wild – Ulix Box Set,Malifaux Second Edition: Smoke and Mirrors,Malifaux: Arsenal Box – Arcanists (Wave 1),Malifaux: Arsenal Box – Arcanists (Wave 2),Malifaux: Arsenal Box – Gremlin (Wave 2),Malifaux: Arsenal Box – Gremlins (Wave 1),Malifaux: Arsenal Box – Guild (Wave 1),Malifaux: Arsenal Box – Guild (Wave 2),Malifaux: Arsenal Box – Neverborn (Wave 1),Malifaux: Arsenal Box – Neverborn (Wave 2),Malifaux: Arsenal Box – Outcasts (Wave 1),Malifaux: Arsenal Box – Outcasts (Wave 2),Malifaux: Arsenal Box – Resurrectionists (Wave 1),Malifaux: Arsenal Box – Ten Thunders (Wave 1),Malifaux: Arsenal Box – Ten Thunders (Wave 2),Malifaux: Body of Evidence – McMourning Box Set,Malifaux: Closing Time – Brewmaster Box Set,Malifaux: Crossroads,Malifaux: Fate Deck,Malifaux: Guild Riflemen,Malifaux: Guild – Lawyer,Malifaux: Herald of Obliteration – Tara Box Set,Malifaux: Hired Guns – Von Schill Box Set,Malifaux: Hired Swords – Viktoria Box Set,Malifaux: Master of Puppets – Collodi Box Set,Malifaux: Masters of the Path – Yan Lo Box Set,Malifaux: Mother of Monsters – Lilith Box Set,Malifaux: No Shelter Here – Pandora box set,Malifaux: Open Graves – Nicodem Box Set,Malifaux: Rail Crew,Malifaux: Rail Golem,Malifaux: Relic Hunters – Lucas McCabe Box Set,Malifaux: Salvage and Logistics – Leveticus Box Set,Malifaux: Samurai,Malifaux: Shadows of Redchapel – Seamus Box Set,Malifaux: Shifting Loyalties,Malifaux: Take Back The Night – Molly Box Set,Malifaux: Temple of Dawn – Shenlong Box Set,Malifaux: The Bayou Boss – Som'er Box Set,Malifaux: The Guild's Judgement – Lady Justice Box Set,Malifaux: The Kin – Ophelia Box Set,Malifaux: The Latigo Posse – Perdita Ortega Box Set,Malifaux: The Plague Cometh – Hamelin Box Set,Malifaux: The Swamp Hag – Zoraida Box Set,Malifaux: The Thunder – Misaki Box Set,Malifaux: The Torch and The Blade – Sonnia Creed Box Set,Malifaux: The University of Transmortis Story Encounter,Malifaux: Toshiro – The Daimyo,Malifaux: Troubleshooters – Ironsides Box Set,Malifaux: Yin – The Penangalan","Action Point Allowance System,Area Control / Area Influence,Hand Management,Variable Player Powers",Wyrd Miniatures,8.36057,265
147568,5,60,13,2,60,Risk: The Walking Dead – Survival Edition,60,2013,"Horror,Movies / TV / Radio theme,Wargame,Zombies",,,,"Area Control / Area Influence,Dice Rolling",USAopoly,6.67812,224
147590,4,20,8,2,20,Habe fertig,20,2013,"Card Game,Number",,Steffen Benndorf,,Hand Management,Nürnberger-Spielkarten-Verlag,5.93359,64
147614,7,30,12,4,30,Crazy Time,30,2013,"Action / Dexterity,Card Game,Party Game",,Alex Putfin,,Pattern Recognition,"Divedice,In ludo veritas,Korea Boardgames co., Ltd.,KOSMOS,Portal Games",7.05202,198
147623,6,40,12,2,40,Friese's Landlord,40,2013,"Card Game,City Building,Humor",,Friedemann Friese,,"Hand Management,Take That","2F-Spiele,Arclight,Edge Entertainment,Giochi Uniti,Ideal Board Games,Korea Boardgames co., Ltd.,Lacerta,Stronghold Games,Swan Panasia Co., Ltd.",6.57631,582
147624,5,90,10,2,90,Mount Everest,90,2013,"Environmental,Exploration,Sports,Transportation",,Adam Kałuża,,"Deck / Pool Building,Hand Management,Pick-up and Deliver,Simultaneous Action Selection",REBEL.pl,6.48425,280
147685,6,30,8,3,20,Hook!,30,2014,"Animals,Fighting,Party Game,Pirates,Real-time",,Marco Teubner,,"Player Elimination,Simultaneous Action Selection","Lacerta,Pegasus Spiele",5.62477,129
147707,8,30,12,2,30,Mush! Mush!: Snow Tails 2,30,2013,"Animals,Card Game,Humor,Racing,Sports",,"Gordon Lamont,Fraser Lamont",,Hand Management,Fragor Games,6.9408,288
147716,2,120,12,2,120,Mars Attacks: The Miniatures Game,120,2014,"Humor,Miniatures,Science Fiction,Wargame",,Jake Thornton,"Mars Attacks: The Miniature Game – Attack from space,Mars Attacks: The Miniatures Game – Extermination,Mars Attacks: The Miniatures Game – Humanity Resists,Mars Attacks: The Miniatures Game – Martian Dredd","Dice Rolling,Grid Movement,Hand Management","Edge Entertainment,Heidelberger Spieleverlag,Mantic Games",7.27668,182
147721,4,15,6,2,15,Karnickel,15,2013,"Animals,Children's Game,Dice,Racing,Trains",,Brett J. Gilbert,,"Modular Board,Press Your Luck,Roll / Spin and Move",Lookout Games,5.35192,116
147747,6,90,8,1,90,Super Fantasy: Ugly Snouts Assault,90,2013,"Exploration,Fantasy,Fighting,Humor",,Marco Valtriani,,"Co-operative Play,Dice Rolling,Grid Movement,Modular Board,Partnerships,Role Playing,Variable Player Powers","Asylum Games (Board Games),Golden Egg Games,Nordlandsippe,Red Glove",6.9021,429
147768,6,25,8,2,25,Five Cucumbers,25,2013,Card Game,,(Uncredited),,"Player Elimination,Trick-taking","2F-Spiele,Albi,Arclight,Edge Entertainment,Giochi Uniti,Kaissa Chess & Games,Lacerta,Stronghold Games,Swan Panasia Co., Ltd.,White Goblin Games",5.91581,689
147790,4,15,8,1,15,Buccaneer Bones,15,2013,"Dice,Pirates",,Kris Gould,Buccaneer Bones: Expansion Set,Dice Rolling,Wattsalpoag Games,5.87513,538
147883,4,10,10,2,10,Lost Legacy: Hyakunen Senso to Ryu no Miko,10,2013,"Bluffing,Card Game,Deduction",,"Seiji Kanai,Hayato Kisaragi,Masato Uesugi","Lost Legacy: Merchant of Mystery (promo),Lost Legacy: Princess (promo),Lost Legacy: The Qualities of an Adventurer","Hand Management,Memory,Player Elimination","Kanai Factory,minimalGames,One Draw",7.29028,108
147887,4,60,10,2,30,Allegiance: A Realm Divided,60,2015,Fantasy,,Paul MacKinnon,,"Action Point Allowance System,Hand Management,Variable Player Powers",Underground Games Inc. (I),8.21818,198
147889,4,30,8,2,30,Dig Mars,30,2013,"Economic,Science Fiction,Transportation",,Oliver Sihiveer,,"Action Point Allowance System,Grid Movement",Brain Games,6.17025,158
147930,2,30,10,2,30,King & Assassins,30,2013,"Bluffing,Medieval",,Łukasz Woźniak,,"Action Point Allowance System,Grid Movement,Secret Unit Deployment,Variable Player Powers","Galakta,Heidelberger Spieleverlag,RUNES Editions",7.0512,575
147949,10,10,8,3,10,One Night Ultimate Werewolf,10,2014,"Bluffing,Card Game,Deduction,Horror,Party Game",,"Ted Alspach,Akihisa Okui","One Night Ultimate Werewolf: Bonus Pack 1,One Night Ultimate Werewolf: Bonus Pack 2,Werwölfe Vollmondnacht: Der Prinz","Role Playing,Variable Player Powers,Voting","Bézier Games, Inc.,Lacerta,Ravensburger Spieleverlag GmbH,Viravi Edicions,White Goblin Games",7.36703,11182
147999,4,20,8,2,20,Händler der Karibik,20,2013,"Card Game,Nautical,Pirates",,Alexander Pfister,,"Card Drafting,Press Your Luck,Set Collection",Österreichisches Spiele Museum e.V.,6.80074,242
148000,5,45,12,3,45,Sissi!: Die Bohnenkaiserin,45,2013,Card Game,,Uwe Rosenberg,,"Hand Management,Set Collection,Trading",Österreichisches Spiele Museum e.V.,6.75455,55
148036,2,0,10,2,0,Risk: Plants vs. Zombies,0,2013,"Fighting,Video Game Theme",,Andrew Wolf,,"Area Control / Area Influence,Variable Player Powers",USAopoly,6.0835,188
148047,5,30,7,2,30,Boom: Runaway,30,2014,"Bluffing,Deduction",,Christwart Conrad,,Auction/Bidding,"Korea Boardgames co., Ltd.",6.52569,72
148074,6,30,12,3,30,Masquerade,30,2013,Card Game,,Michael Bujtas,,"Campaign / Battle Card Driven,Secret Unit Deployment",(Self-Published),6.50862,58
148083,4,60,10,2,60,Dogs,60,2013,Animals,,Marcos Macri,,"Point to Point Movement,Set Collection,Worker Placement","(Self-Published),MS Jogos",7.56842,114
148099,5,45,10,2,45,Worker Placement,45,2014,"Abstract Strategy,Economic",,Mark C. MacKinnon,Worker Placement: Cash Is King,"Auction/Bidding,Card Drafting,Hand Management,Set Collection,Worker Placement",Dyskami Publishing Company,5.91406,53
148138,6,30,10,3,30,Mat Goceng,30,2013,"Bluffing,Card Game,Deduction,Fighting,Party Game",,Brendan Satria A.,,"Hand Management,Partnerships,Take That",Manikmaya Games,6.61667,51
148144,5,90,10,3,90,Dreaming Spires,90,2014,"Age of Reason,City Building,Medieval",,Jeremy Hogan,,"Auction/Bidding,Simulation,Tile Placement,Variable Player Powers","Game Salute,The Secret Games Company",6.49574,169
148179,6,30,7,2,30,Oss,30,2013,Action / Dexterity,,"Vincent Lemaire,Jean-Michel Maman,Charles-Amir Perret",,,"Ariac Games,CAP Games,Spiel-ou-Face",5.80976,79
148203,4,15,8,2,1,Dutch Blitz,15,1960,"Card Game,Real-time",,Werner Ernst George Muller,Dutch Blitz: Blue Expansion Pack,Pattern Building,Dutch Blitz Games Company,6.5428,1193
148205,5,60,13,2,45,Penny Press,60,2015,Industry / Manufacturing,,"Robert Dijkman Dulkes,Matt Golec",,"Area Control / Area Influence,Auction/Bidding,Worker Placement",Asmadi Games,6.73002,561
148209,9,45,14,3,45,Slash: Romance without boundaries,45,2013,"Card Game,Humor,Mature / Adult,Print & Play",,Glenn Given,Slash: There's a Fan Fic for That...,"Acting,Betting/Wagering,Role Playing,Storytelling,Voting","(Web published),Games by Play Date",6.38007,91
148228,4,30,10,2,30,Splendor,30,2014,"Card Game,Economic,Renaissance",,Marc André,"Brettspiel Adventskalender 2015,Cities of Splendor,Splendor: Nobles Promo Tiles,Splendor: Special Noble Patron","Card Drafting,Set Collection","Space Cowboys,Asmodee,Asterion Press,Broadway Toys LTD,Filosofia Éditions,Galápagos Jogos,Gém Klub Kft.,GoKids 玩樂小子,Hobby Japan,Kaissa Chess & Games,Korea Boardgames co., Ltd.,Lautapelit.fi,REBEL.pl,Siam Board Games",7.54035,29395
148231,4,40,10,2,20,Corto,40,2013,"Adventure,Card Game,Comic Book / Strip",,"Laurent Escoffier,Sébastien Pauchon",Corto: The Secrets of Venice,"Area Control / Area Influence,Hand Management,Modular Board,Partnerships","Matagot,Asmodee,Ludocom",6.69436,220
148261,5,180,14,3,120,SeaFall,180,2016,"Civilization,Exploration,Nautical",,"Rob Daviau,JR Honeycutt",,"Campaign / Battle Card Driven,Grid Movement,Hand Management,Time Track,Trading,Variable Player Powers","IronWall Games,Cube Factory of Ideas,Devir,Filosofia Éditions,Galápagos Jogos,Heidelberger Spieleverlag,Plaid Hat Games",7.13216,1252
148264,2,120,12,2,120,"Operation Battleaxe:  Wavell vs. Rommel, 1941",120,2013,"Wargame,World War II",,Michael Rinella,,Area-Impulse,"Kokusai-Tsushin Co., Ltd. (国際通信社),Revolution Games (II),Take Aim Designs",7.30735,68
148271,2,60,10,2,60,Metallum,60,2013,"Economic,Science Fiction,Space Exploration",,"Wojtek Krupnik,Wojtek Wojcik","Metallum: Extractor Attack,Metallum: Psi","Action / Movement Programming,Area Control / Area Influence,Card Drafting,Modular Board,Simultaneous Action Selection","Galakta,Heidelberger Spieleverlag",7.26869,289
148282,6,45,10,2,30,Black Hat,45,2015,"Card Game,Science Fiction",,"Thomas Klausner,Timo Multamäki",Black Hat: Celebrity Status Promo Deck,"Area Movement,Hand Management,Modular Board,Set Collection,Trick-taking","Cosmic Games,Dragon Dawn Productions",6.38746,118
148290,2,15,8,2,15,Longhorn,15,2013,"Abstract Strategy,American West,Animals",,Bruno Cathala,,"Area Control / Area Influence,Grid Movement,Set Collection","Blue Orange (EU),Blue Orange Games,HUCH! & friends",6.62291,965
148291,3,25,13,3,25,Trieste,25,2013,"Bluffing,Card Game,Renaissance",,Matthew Ma,,"Hand Management,Simultaneous Action Selection,Take That,Variable Player Powers",Victory Point Games,6.76328,580
148319,4,120,13,2,120,Tragedy Looper,120,2011,"Bluffing,Deduction,Murder/Mystery",,BakaFire,"Another Horizon,Haunted Stage,Midnight Zone,Mystery Circle,Tragedy Looper Script Collection,Tragedy Looper: Cosmic Evil,Tragedy Looper: Midnight Circle,Tragedy Looper: Weird Mythology","Grid Movement,Memory,Partnerships","Asterion Press,BakaFire Party,Devir,Filosofia Éditions,Z-Man Games",7.38158,2616
148375,2,45,18,2,45,Regnum Angelica,45,2014,"Card Game,Print & Play",,"Casey Willett,Aaron Yung",,"Hand Management,Rock-Paper-Scissors,Variable Player Powers",Black Locust Games,6.99324,102
148381,8,15,7,2,15,Ikonikus,15,2013,"Card Game,Deduction,Educational,Humor,Party Game",,Manu Palau,,Storytelling,"Brain Picnic,dV Giochi,Mandoo Games,Nasza Księgarnia",6.49379,103
148424,6,40,9,3,40,30 Carats,40,2013,"Bluffing,Deduction",,Fabien Chevillon,,"Auction/Bidding,Commodity Speculation,Trading",Grosso Modo Éditions,6.07781,96
148443,4,20,6,2,20,Talo,20,2014,"Dice,Educational,Math,Racing",,"Uta Krueger,Bernd Poloczek,Jens-Peter Schliemann",,"Dice Rolling,Grid Movement,Pattern Building,Take That","Drei Hasen in der Abendsonne,Kanga Games",6.70741,81
148471,2,60,12,1,60,Vietnam Solitaire Special Edition,60,2013,"Print & Play,Vietnam War,Wargame",Vietnam Solitaire,"Chris Hansen (II),David Kershaw,Steve Kling",,"Action Point Allowance System,Area Movement",White Dog Games,7.25833,54
148494,8,20,8,3,20,"1,2,3! Now you see me...",20,2013,"Card Game,Memory,Party Game",,Perepau Llistosella,,Memory,"Egmont Polska,HomoLudicus",5.90181,146
148517,4,45,10,2,45,S-Evolution,45,2013,"Card Game,Civilization",,Jean-Michel Maman,,"Trick-taking,Worker Placement",Spiel-ou-Face,5.44768,151
148531,6,20,8,3,20,Polterfass,20,2013,Dice,,Andreas Schmidt,Polterfass: Die 2015er Mini-Erweiterung,"Betting/Wagering,Dice Rolling,Press Your Luck",Zoch Verlag,6.3129,310
148532,8,20,8,2,20,Geistesblitz 5 vor 12,20,2013,"Action / Dexterity,Real-time",,Jacques Zeimet,,Pattern Recognition,"999 Games,Devir,Gigamic,Giochi Uniti,Lion Rampant Imports,MINDOK,Zoch Verlag",6.9491,406
148575,2,60,14,2,60,Marvel Dice Masters: Avengers vs. X-Men,60,2014,"Collectible Components,Comic Book / Strip,Dice,Fighting",,"Mike Elliott,Eric M. Lang","Brettspiel Adventskalender 2015,DC Comics Dice Masters: Batman,Marvel Dice Masters: Avengers vs. X-Men - Hawkeye: Avengers Disassembled,Marvel Dice Masters: Avengers vs. X-Men – Set Up Box,Marvel Dice Masters: Spider-Man Maximum Carnage Team Pack,Marvel Dice Masters: The Mighty Thor","Deck / Pool Building,Dice Rolling,Variable Player Powers","Devir,WizKids",7.3331,4706
148581,8,30,12,1,30,District-Z,30,2014,"Card Game,Dice,Horror,Zombies",,George Rubio,,"Area Movement,Modular Board,Variable Player Powers",(Self-Published),6.12405,79
148586,4,15,8,2,15,Chicago Stock Exchange,15,2013,,,Pak Cormier,,Stock Holding,"1-2-3-Games Éditions,Trefl",6.01329,79
148592,6,45,12,2,45,"Bigfootses, The Card Game",45,2014,"Card Game,Fantasy,Humor,Mythology",,Wilbur Massie,,"Dice Rolling,Hand Management,Variable Player Powers","Bigfoot Games, LLC",6.99617,60
148601,3,90,14,1,90,1944: Race to the Rhine,90,2014,"Racing,Transportation,Wargame,World War II",,"Jaro Andruszkiewicz,Waldek Gumienny",1944: Race to the Rhine – Red Ball Express,"Pick-up and Deliver,Point to Point Movement,Route/Network Building","PHALANX,ASYNCRON games,Ediciones MasQueOca",7.42723,780
148639,4,45,12,2,30,Founders of the Empire,45,2013,"Ancient,Civilization",,"Aleksei Kalinin,Petr Tyulenev",,Tile Placement,"G3,Rightgames LLC",6.40391,115
148641,2,15,7,2,15,Yōkaï no Mori,15,2013,"Abstract Strategy,Animals,Children's Game","Goro-Goro Dōbutsu Shōgi,Let's Catch the Lion!","Japan Shogi Association,Madoka Kitao",,Grid Movement,Ferti,7.06043,163
148729,1,20,0,1,20,Maquis,20,2013,"Print & Play,World War II",,Jake Staines,,Worker Placement,(Web published),7.12191,215
148730,0,0,0,0,0,Copa,0,2013,Abstract Strategy,,"Fred Horn,Daniel Krieg,Steffen Mühlhäuser",Copa: Power Beans,Modular Board,Steffen-Spiele,6.66667,51
148740,6,45,10,2,45,Scotland Yard Master,45,2013,"Deduction,Travel",,"Manfred Burggraf,Dorothy Garrels,Wolf Hoermann,Fritz Ifland,Michael Schacht,Werner Scheerer,Werner Schlegel",,"Co-operative Play,Partnerships,Point to Point Movement,Secret Unit Deployment",Ravensburger Spieleverlag GmbH,6.56164,73
148744,6,30,6,1,30,City of Zombies,30,2013,"Dice,Educational,Math,Puzzle,Zombies",,Matthew Tidbury,Times Square,"Co-operative Play,Dice Rolling",ThinkNoodle Games,6.70577,52
148745,6,300,15,1,120,We Were Brothers,300,2015,"Collectible Components,Game System,Miniatures,Wargame,World War II",,Carlo Amaddeo,,"Action Point Allowance System,Area Movement,Co-operative Play,Grid Movement,Hex-and-Counter,Modular Board,Role Playing,Simulation,Variable Phase Order",WBS Games,7.94,55
148759,4,35,13,2,35,Time Masters,35,2014,"Card Game,Fantasy",,"Nicholas Bodart,Pierre-Emmanuel Legrain","Time Masters: Expansion,Time Masters: Promo Cards","Card Drafting,Deck / Pool Building","GaGa Games,MushrooM Games (II)",6.58983,177
148764,4,20,5,2,20,Feuerdrachen,20,2013,"Children's Game,Fantasy",,Carlo Emanuele Lanzavecchia,,Roll / Spin and Move,HABA - Habermaaß GmbH,6.51691,114
148767,4,10,5,1,10,Brandon the Brave,10,2013,Children's Game,,Johannes Zirm,,Tile Placement,HABA - Habermaaß GmbH,6.4776,154
148940,4,45,10,2,30,Kings Under Mountains,45,2013,Card Game,,"Alexey Konnov,Alexey Paltsev,Anatoliy Shklyarov,Trehgrannik",,Hand Management,"G3,Rightgames LLC",5.69841,63
148943,6,15,14,3,15,Coup: Rebellion G54,15,2014,"Bluffing,Card Game,Deduction,Negotiation,Political",,Rikki Tahta,Coup: Rebellion G54 – Anarchy,"Player Elimination,Take That,Variable Player Powers","Indie Boards & Cards,La Mame Games",7.20423,1437
148949,5,60,10,2,40,Istanbul,60,2014,Economic,,Rüdiger Dorn,"Brettspiel Adventskalender 2016,Istanbul: Caravan Leader Mini Expansion,Istanbul: Kebab Shop Mini Expansion,Istanbul: Letters & Seals,Istanbul: Mocha & Baksheesh,Istanbul: Pegasus Depot Mini Expansion","Dice Rolling,Grid Movement,Modular Board,Pick-up and Deliver","Pegasus Spiele,Albi,Alderac Entertainment Group (AEG),Asterion Press,Devir,Grow Jogos e Brinquedos,Hobby Japan,Lex Games,Matagot,Piatnik,Portal Games,Swan Panasia Co., Ltd.,White Goblin Games",7.63302,12216
148951,5,45,13,2,30,Tiny Epic Kingdoms,45,2014,"Bluffing,Civilization,Fantasy,Fighting,Medieval,Print & Play",,Scott Almes,"Tiny Epic Kingdoms 2nd Edition: Deluxe Promo Pack,Tiny Epic Kingdoms: Deluxe Promo Pack,Tiny Epic Kingdoms: Heroes' Call,Tiny Epic Kingdoms: Heroes' Call Deluxe Edition","Action Point Allowance System,Area Control / Area Influence,Area Movement,Auction/Bidding,Take That,Variable Phase Order,Variable Player Powers,Worker Placement","Gamelyn Games,(Web published),Fullcap Games,GaGa Games,Giochix.it,HomoLudicus,MYBG Co., Ltd.,REXhry,Schwerkraft-Verlag",6.7148,4554
148975,6,20,0,3,20,Dungeon Guilds,20,2013,"Card Game,Fantasy",,Desnet Amane,,"Press Your Luck,Worker Placement","Arclight,Moaideas Game Design",6.57663,169
149051,4,30,3,2,30,Surprise Slides Game,30,2013,"Children's Game,Movies / TV / Radio theme,Racing",,,,"Modular Board,Roll / Spin and Move",Wonder Forge,4.069,50
149069,6,15,8,2,15,The Great Snowball Battle,15,2014,"Card Game,Children's Game,Fighting",,"Matthew Link,Jason Snape",,"Player Elimination,Take That",Game Salute,5.54155,71
149097,5,90,13,3,90,Spurs: A Tale in the Old West,90,2014,"Action / Dexterity,Adventure,American West,Real-time",,"Sean Brown,Ole Steiness","Spurs : Legends Expansion,Spurs: A Tale in the Old West – Gatling Gun Promo Card,Spurs: A Tale in the Old West – Pioneer Promo,Spurs: Gambler Expansion","Deck / Pool Building,Roll / Spin and Move,Variable Player Powers",Mr. B Games,7.04013,226
149112,4,180,13,2,120,Kill Shakespeare,180,2014,Comic Book / Strip,,"Thomas Vande Ginste,Wolf Plancke",,"Area Control / Area Influence,Area Movement,Auction/Bidding,Card Drafting,Dice Rolling,Press Your Luck,Set Collection,Trading,Variable Player Powers","IDW Games,Pandasaurus Games",6.14783,69
149119,4,90,13,2,90,Spirits of the Rice Paddy,90,2015,"Farming,Mythology",,Philip duBarry,"Spirits of the Rice Paddy: Dino Rush Promo Cards,Spirits of the Rice Paddy: Solo Play Components","Area Enclosure,Card Drafting,Simultaneous Action Selection,Tile Placement,Worker Placement",APE Games,6.90304,581
149130,6,20,8,2,20,Monster Fluxx,20,2013,Card Game,,Andrew Looney,"Fluxx Dice,Fluxx Promo Cards,Looney Labs Mammoth Fun Pack","Hand Management,Set Collection",Looney Labs,6.13917,277
149155,4,15,13,2,10,Dead Man's Draw,15,2015,"Card Game,Pirates",,,,Press Your Luck,"Bombyx,Conclave Editora,Heidelberger Spieleverlag,Hobby World,Mayday Games,Stardock Entertainment",6.87789,2426
149169,4,120,12,2,120,Heavy Steam,120,2015,"Science Fiction,Wargame",,Scott Kimball,"Heavy Steam: Armament Pack,Heavy Steam: Kickstarter Exclusives,Heavy Steam: Pilot Expansion","Action / Movement Programming,Card Drafting,Dice Rolling,Hand Management,Simulation",Greenbrier Games,7.12579,95
149241,4,150,10,1,150,Assault on Doomrock,150,2014,"Adventure,Exploration,Fantasy,Fighting,Humor,Zombies",,Tom Stasiak,"Assault on Doomrock: Doompocalypse,Assault on Doomrock: Doompocalypse – Kickstarter Promo Pack,Assault on Doomrock: Indiegogo Promo Pack","Co-operative Play,Dice Rolling,Modular Board,Role Playing,Variable Player Powers",Beautiful Disaster Games,7.24061,631
149296,5,0,10,2,0,Risk: The Dalek Invasion of Earth,0,2014,"Movies / TV / Radio theme,Science Fiction",,,,"Area Control / Area Influence,Area Movement,Campaign / Battle Card Driven,Dice Rolling","Hasbro,USAopoly",6.3271,107
149322,6,75,15,2,75,"Cthulhu!!!: Hastur La Vista, Baby!",75,2014,"Exploration,Horror,Miniatures",,"Kerry Breitenstein,Jonathan Breitenstein",,"Hand Management,Modular Board,Roll / Spin and Move,Tile Placement","Twilight Creations, Inc.",5.73188,69
149323,5,15,8,2,15,Yahtzee Steal the Deal,15,2013,Dice,,,,"Dice Rolling,Press Your Luck",Hasbro,5.36638,58
149324,10,90,9,4,30,Escape from Sunset Island:  Zombie Apocalypse Simulator,90,2013,Zombies,,Robert Straker,,"Co-operative Play,Role Playing,Roll / Spin and Move,Simulation",(Self-Published),6.46364,55
149328,6,60,16,3,60,Trivial Pursuit: Party,60,2013,"Party Game,Trivia",,,,Roll / Spin and Move,Hasbro,5.34381,84
